tblUploadID,tblHaulID,tblCodeID_Country,tblCodeID_Institute,tblCodeID_Survey,ICES_HaulID,RecordType,Survey,Country,Institute,Campaign,SurveyPeriod,Ship,Gear,GearDeployment,MeshSize,MeshType,CodendMesh,StationNumber,HaulID,ELHaulFlag,NationalHaulID,Day,Month,Year,Hour,Minute,StartLatitude,StartLongitude,HaulDurationMinutes,HaulDurationSeconds,Distance,WireAngle,WireLength,Netopening,NetopeningArea,FlowEfficiency,NetClogging,FlowmeterType,FlowmeterBrand,FlowIntRevs,FlowIntCalibr,FlowExtRevs,FlowExtCalibr,VolumeFiltInt,ELVolFlag,DepthUpper,DepthLower,DepthBottom,SurTemp,Temp20m,Temp50m,Temp100m,BotTemp,SurSal,Sal20m,BotSal,STATREC,Notes
14531,1609783,12095,12308,12366,1609783,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,46,2026SE105,,2026SE905,19,1,2026,17,12,57.43844,10.84117,14,,1074,,,,3.1416,,,MCR,Hydro-Bios,4372,3.33,,,,F,,31.3,38.9,,,,,,,,,43G0,
14531,1609784,12095,12308,12366,1609784,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,47,2026SE106,,2026SE906,19,1,2026,18,44,57.58589,10.80679,15,,1500,,,,3.1416,,,MCR,Hydro-Bios,4593,3.33,,,,F,,21,28.1,,,,,,,,,44G0,
14531,1609784,12095,12308,12366,1609784,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,47,2026SE106,,2026SE906,19,1,2026,18,44,57.58589,10.80679,15,,1500,,,,3.1416,,,MCR,Hydro-Bios,4593,3.33,,,,F,,21,28.1,,,,,,,,,44G0,
14531,1609784,12095,12308,12366,1609784,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,47,2026SE106,,2026SE906,19,1,2026,18,44,57.58589,10.80679,15,,1500,,,,3.1416,,,MCR,Hydro-Bios,4593,3.33,,,,F,,21,28.1,,,,,,,,,44G0,
14531,1609784,12095,12308,12366,1609784,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,47,2026SE106,,2026SE906,19,1,2026,18,44,57.58589,10.80679,15,,1500,,,,3.1416,,,MCR,Hydro-Bios,4593,3.33,,,,F,,21,28.1,,,,,,,,,44G0,
14531,1609784,12095,12308,12366,1609784,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,47,2026SE106,,2026SE906,19,1,2026,18,44,57.58589,10.80679,15,,1500,,,,3.1416,,,MCR,Hydro-Bios,4593,3.33,,,,F,,21,28.1,,,,,,,,,44G0,
14531,1609784,12095,12308,12366,1609784,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,47,2026SE106,,2026SE906,19,1,2026,18,44,57.58589,10.80679,15,,1500,,,,3.1416,,,MCR,Hydro-Bios,4593,3.33,,,,F,,21,28.1,,,,,,,,,44G0,
14531,1609784,12095,12308,12366,1609784,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,47,2026SE106,,2026SE906,19,1,2026,18,44,57.58589,10.80679,15,,1500,,,,3.1416,,,MCR,Hydro-Bios,4593,3.33,,,,F,,21,28.1,,,,,,,,,44G0,
14531,1609784,12095,12308,12366,1609784,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,47,2026SE106,,2026SE906,19,1,2026,18,44,57.58589,10.80679,15,,1500,,,,3.1416,,,MCR,Hydro-Bios,4593,3.33,,,,F,,21,28.1,,,,,,,,,44G0,
14531,1609785,12095,12308,12366,1609785,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,48,2026SE107,,2026SE907,19,1,2026,20,45,57.74786,11.1667,19,,1556,,,,3.1416,,,MCR,Hydro-Bios,5492,3.33,,,,F,,37.2,43.9,,,,,,,,,44G1,
14531,1609785,12095,12308,12366,1609785,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,48,2026SE107,,2026SE907,19,1,2026,20,45,57.74786,11.1667,19,,1556,,,,3.1416,,,MCR,Hydro-Bios,5492,3.33,,,,F,,37.2,43.9,,,,,,,,,44G1,
14531,1609786,12095,12308,12366,1609786,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,49,2026SE108,,2026SE908,19,1,2026,22,22,57.58523,11.28882,20,,1241,,,,3.1416,,,MCR,Hydro-Bios,5364,3.33,,,,F,,45,52.8,,,,,,,,,44G1,
14531,1609786,12095,12308,12366,1609786,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,49,2026SE108,,2026SE908,19,1,2026,22,22,57.58523,11.28882,20,,1241,,,,3.1416,,,MCR,Hydro-Bios,5364,3.33,,,,F,,45,52.8,,,,,,,,,44G1,
14531,1609787,12095,12308,12366,1609787,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,50,2026SE109,,2026SE909,20,1,2026,0,25,57.41009,11.61492,26,,2408,,,,3.1416,,,MCR,Hydro-Bios,8034,3.33,,,,F,,45.8,52.5,,,,,,,,,43G1,
14531,1609787,12095,12308,12366,1609787,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,50,2026SE109,,2026SE909,20,1,2026,0,25,57.41009,11.61492,26,,2408,,,,3.1416,,,MCR,Hydro-Bios,8034,3.33,,,,F,,45.8,52.5,,,,,,,,,43G1,
14531,1609787,12095,12308,12366,1609787,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,50,2026SE109,,2026SE909,20,1,2026,0,25,57.41009,11.61492,26,,2408,,,,3.1416,,,MCR,Hydro-Bios,8034,3.33,,,,F,,45.8,52.5,,,,,,,,,43G1,
14531,1609787,12095,12308,12366,1609787,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,50,2026SE109,,2026SE909,20,1,2026,0,25,57.41009,11.61492,26,,2408,,,,3.1416,,,MCR,Hydro-Bios,8034,3.33,,,,F,,45.8,52.5,,,,,,,,,43G1,
14531,1609787,12095,12308,12366,1609787,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,50,2026SE109,,2026SE909,20,1,2026,0,25,57.41009,11.61492,26,,2408,,,,3.1416,,,MCR,Hydro-Bios,8034,3.33,,,,F,,45.8,52.5,,,,,,,,,43G1,
14531,1609787,12095,12308,12366,1609787,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,50,2026SE109,,2026SE909,20,1,2026,0,25,57.41009,11.61492,26,,2408,,,,3.1416,,,MCR,Hydro-Bios,8034,3.33,,,,F,,45.8,52.5,,,,,,,,,43G1,
14531,1609788,12095,12308,12366,1609788,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,51,2026SE110,,2026SE910,20,1,2026,2,28,57.34095,11.28049,20,,2111,,,,3.1416,,,MCR,Hydro-Bios,6231,3.33,,,,F,,30.3,36.8,,,,,,,,,43G1,
14531,1609788,12095,12308,12366,1609788,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,51,2026SE110,,2026SE910,20,1,2026,2,28,57.34095,11.28049,20,,2111,,,,3.1416,,,MCR,Hydro-Bios,6231,3.33,,,,F,,30.3,36.8,,,,,,,,,43G1,
14531,1609788,12095,12308,12366,1609788,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,51,2026SE110,,2026SE910,20,1,2026,2,28,57.34095,11.28049,20,,2111,,,,3.1416,,,MCR,Hydro-Bios,6231,3.33,,,,F,,30.3,36.8,,,,,,,,,43G1,
14531,1609788,12095,12308,12366,1609788,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,51,2026SE110,,2026SE910,20,1,2026,2,28,57.34095,11.28049,20,,2111,,,,3.1416,,,MCR,Hydro-Bios,6231,3.33,,,,F,,30.3,36.8,,,,,,,,,43G1,
14531,1609788,12095,12308,12366,1609788,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,51,2026SE110,,2026SE910,20,1,2026,2,28,57.34095,11.28049,20,,2111,,,,3.1416,,,MCR,Hydro-Bios,6231,3.33,,,,F,,30.3,36.8,,,,,,,,,43G1,
14531,1609788,12095,12308,12366,1609788,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,51,2026SE110,,2026SE910,20,1,2026,2,28,57.34095,11.28049,20,,2111,,,,3.1416,,,MCR,Hydro-Bios,6231,3.33,,,,F,,30.3,36.8,,,,,,,,,43G1,
14531,1609788,12095,12308,12366,1609788,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,51,2026SE110,,2026SE910,20,1,2026,2,28,57.34095,11.28049,20,,2111,,,,3.1416,,,MCR,Hydro-Bios,6231,3.33,,,,F,,30.3,36.8,,,,,,,,,43G1,
14531,1609789,12095,12308,12366,1609789,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,56,2026SE111,,2026SE911,20,1,2026,17,9,56.8455,11.73407,20,,1833,,,,3.1416,,,MCR,Hydro-Bios,6356,3.33,,,,F,,37.8,44.9,,,,,,,,,42G1,
14531,1609789,12095,12308,12366,1609789,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,56,2026SE111,,2026SE911,20,1,2026,17,9,56.8455,11.73407,20,,1833,,,,3.1416,,,MCR,Hydro-Bios,6356,3.33,,,,F,,37.8,44.9,,,,,,,,,42G1,
14531,1609789,12095,12308,12366,1609789,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,56,2026SE111,,2026SE911,20,1,2026,17,9,56.8455,11.73407,20,,1833,,,,3.1416,,,MCR,Hydro-Bios,6356,3.33,,,,F,,37.8,44.9,,,,,,,,,42G1,
14531,1609789,12095,12308,12366,1609789,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,56,2026SE111,,2026SE911,20,1,2026,17,9,56.8455,11.73407,20,,1833,,,,3.1416,,,MCR,Hydro-Bios,6356,3.33,,,,F,,37.8,44.9,,,,,,,,,42G1,
14531,1609789,12095,12308,12366,1609789,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,56,2026SE111,,2026SE911,20,1,2026,17,9,56.8455,11.73407,20,,1833,,,,3.1416,,,MCR,Hydro-Bios,6356,3.33,,,,F,,37.8,44.9,,,,,,,,,42G1,
14531,1609790,12095,12308,12366,1609790,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,57,2026SE112,,2026SE913,20,1,2026,19,56,56.58224,11.58166,19,,1556,,,,3.1416,,,MCR,Hydro-Bios,5499,3.33,,,,F,,22.7,30,,,,,,,,,42G1,
14531,1609790,12095,12308,12366,1609790,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,57,2026SE112,,2026SE913,20,1,2026,19,56,56.58224,11.58166,19,,1556,,,,3.1416,,,MCR,Hydro-Bios,5499,3.33,,,,F,,22.7,30,,,,,,,,,42G1,
14531,1609790,12095,12308,12366,1609790,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,57,2026SE112,,2026SE913,20,1,2026,19,56,56.58224,11.58166,19,,1556,,,,3.1416,,,MCR,Hydro-Bios,5499,3.33,,,,F,,22.7,30,,,,,,,,,42G1,
14531,1609790,12095,12308,12366,1609790,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,57,2026SE112,,2026SE913,20,1,2026,19,56,56.58224,11.58166,19,,1556,,,,3.1416,,,MCR,Hydro-Bios,5499,3.33,,,,F,,22.7,30,,,,,,,,,42G1,
14531,1609790,12095,12308,12366,1609790,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,57,2026SE112,,2026SE913,20,1,2026,19,56,56.58224,11.58166,19,,1556,,,,3.1416,,,MCR,Hydro-Bios,5499,3.33,,,,F,,22.7,30,,,,,,,,,42G1,
14531,1609790,12095,12308,12366,1609790,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,57,2026SE112,,2026SE913,20,1,2026,19,56,56.58224,11.58166,19,,1556,,,,3.1416,,,MCR,Hydro-Bios,5499,3.33,,,,F,,22.7,30,,,,,,,,,42G1,
14531,1609793,12095,12308,12366,1609793,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,60,2026SE115,,2026SE916,21,1,2026,0,12,56.2752,11.16096,11,,982,,,,3.1416,,,MCR,Hydro-Bios,3486,3.33,,,,F,,14.7,21.7,,,,,,,,,41G1,
14531,1609793,12095,12308,12366,1609793,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,60,2026SE115,,2026SE916,21,1,2026,0,12,56.2752,11.16096,11,,982,,,,3.1416,,,MCR,Hydro-Bios,3486,3.33,,,,F,,14.7,21.7,,,,,,,,,41G1,
14531,1609794,12095,12308,12366,1609794,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,61,2026SE116,,2026SE917,21,1,2026,1,39,56.15716,10.93765,13,,1222,,,,3.1416,,,MCR,Hydro-Bios,3481,3.33,,,,F,,14.6,21.6,,,,,,,,,41G0,
14531,1609794,12095,12308,12366,1609794,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,61,2026SE116,,2026SE917,21,1,2026,1,39,56.15716,10.93765,13,,1222,,,,3.1416,,,MCR,Hydro-Bios,3481,3.33,,,,F,,14.6,21.6,,,,,,,,,41G0,
14531,1609794,12095,12308,12366,1609794,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,61,2026SE116,,2026SE917,21,1,2026,1,39,56.15716,10.93765,13,,1222,,,,3.1416,,,MCR,Hydro-Bios,3481,3.33,,,,F,,14.6,21.6,,,,,,,,,41G0,
14531,1609794,12095,12308,12366,1609794,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,61,2026SE116,,2026SE917,21,1,2026,1,39,56.15716,10.93765,13,,1222,,,,3.1416,,,MCR,Hydro-Bios,3481,3.33,,,,F,,14.6,21.6,,,,,,,,,41G0,
14531,1609795,12095,12308,12366,1609795,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,65,2026SE117,,2026SE918,21,1,2026,17,8,56.312,12.42215,17,,1500,,,,3.1416,,,MCR,Hydro-Bios,5325,3.33,,,,F,,22.2,28.5,,,,,,,,,41G2,
14531,1609795,12095,12308,12366,1609795,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,65,2026SE117,,2026SE918,21,1,2026,17,8,56.312,12.42215,17,,1500,,,,3.1416,,,MCR,Hydro-Bios,5325,3.33,,,,F,,22.2,28.5,,,,,,,,,41G2,
14531,1609795,12095,12308,12366,1609795,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,65,2026SE117,,2026SE918,21,1,2026,17,8,56.312,12.42215,17,,1500,,,,3.1416,,,MCR,Hydro-Bios,5325,3.33,,,,F,,22.2,28.5,,,,,,,,,41G2,
14531,1609796,12095,12308,12366,1609796,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,66,2026SE118,,2026SE919,21,1,2026,18,34,56.43694,12.3822,12,,815,,,,3.1416,,,MCR,Hydro-Bios,3506,3.33,,,,F,,23.6,30,,,,,,,,,41G2,
14531,1609796,12095,12308,12366,1609796,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,66,2026SE118,,2026SE919,21,1,2026,18,34,56.43694,12.3822,12,,815,,,,3.1416,,,MCR,Hydro-Bios,3506,3.33,,,,F,,23.6,30,,,,,,,,,41G2,
14531,1609796,12095,12308,12366,1609796,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,66,2026SE118,,2026SE919,21,1,2026,18,34,56.43694,12.3822,12,,815,,,,3.1416,,,MCR,Hydro-Bios,3506,3.33,,,,F,,23.6,30,,,,,,,,,41G2,
14531,1609797,12095,12308,12366,1609797,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,67,2026SE119,,2026SE920,21,1,2026,20,1,56.58502,12.42913,13,,1019,,,,3.1416,,,MCR,Hydro-Bios,4166,3.33,,,,F,,22.3,29.8,,,,,,,,,42G2,
14531,1609797,12095,12308,12366,1609797,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,67,2026SE119,,2026SE920,21,1,2026,20,1,56.58502,12.42913,13,,1019,,,,3.1416,,,MCR,Hydro-Bios,4166,3.33,,,,F,,22.3,29.8,,,,,,,,,42G2,
14531,1609799,12095,12308,12366,1609799,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,69,2026SE121,,2026SE922,21,1,2026,23,43,56.60772,11.84307,13,,1333,,,,3.1416,,,MCR,Hydro-Bios,4720,3.33,,,,F,,23,32.8,,,,,,,,,42G1,
14531,1609799,12095,12308,12366,1609799,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,69,2026SE121,,2026SE922,21,1,2026,23,43,56.60772,11.84307,13,,1333,,,,3.1416,,,MCR,Hydro-Bios,4720,3.33,,,,F,,23,32.8,,,,,,,,,42G1,
14531,1609799,12095,12308,12366,1609799,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,69,2026SE121,,2026SE922,21,1,2026,23,43,56.60772,11.84307,13,,1333,,,,3.1416,,,MCR,Hydro-Bios,4720,3.33,,,,F,,23,32.8,,,,,,,,,42G1,
14531,1609799,12095,12308,12366,1609799,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,69,2026SE121,,2026SE922,21,1,2026,23,43,56.60772,11.84307,13,,1333,,,,3.1416,,,MCR,Hydro-Bios,4720,3.33,,,,F,,23,32.8,,,,,,,,,42G1,
14531,1609799,12095,12308,12366,1609799,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,69,2026SE121,,2026SE922,21,1,2026,23,43,56.60772,11.84307,13,,1333,,,,3.1416,,,MCR,Hydro-Bios,4720,3.33,,,,F,,23,32.8,,,,,,,,,42G1,
14531,1609799,12095,12308,12366,1609799,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,69,2026SE121,,2026SE922,21,1,2026,23,43,56.60772,11.84307,13,,1333,,,,3.1416,,,MCR,Hydro-Bios,4720,3.33,,,,F,,23,32.8,,,,,,,,,42G1,
14531,1609799,12095,12308,12366,1609799,EH,I4537,SE,4484,MIKQ1SE2026,,77SE,MRN2,dO,1600,WovFab,500,69,2026SE121,,2026SE922,21,1,2026,23,43,56.60772,11.84307,13,,1333,,,,3.1416,,,MCR,Hydro-Bios,4720,3.33,,,,F,,23,32.8,,,,,,,,,42G1,
