tblUploadID,SurveyID,SurveyName,tblCodeID_SurveyType,SurveyAbstract,DataAccess,DataRightsHolder,DataCustodian,DataCustodianContact,TargetTaxa,PlatformClass,PlatformCode,PositionFix,HorizontalAccuracy,NominalAngleOfSearch,Methodology,NominalNoOfObservers,Comments
572,31102012CWTScillyCrossingDS1295,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,21092012CWTScillyCrossingDS1276,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,26092012CWTScillyCrossingDS1278,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,28092012CWTScillyCrossingDS1280,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,03102012CWTScillyCrossingDS1284,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,10102012CWTScillyCrossingDS1285,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,19102012CWTScillyCrossingDS1289,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,29082012CWTScillyCrossingDS1254,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,05092012CWTScillyCrossingDS1262,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,07092012CWTScillyCrossingDS1263,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,2,
572,07092012CWTScillyCrossingDS1264,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,11092012CWTScillyCrossingDS1265,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,19092012CWTScillyCrossingDS1272,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,25072012CWTScillyCrossingDS1236,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,01082012CWTScillyCrossingDS1238,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,08082012CWTScillyCrossingDS1239,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,18082012CWTScillyCrossingDS1241,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,18082012CWTScillyCrossingDS1242,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,22082012CWTScillyCrossingDS1248,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,22062012CWTScillyCrossingDS1222,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,27062012CWTScillyCrossingDS1223,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,04072012CWTScillyCrossingDS1224,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,11072012CWTScillyCrossingDS1228,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,18072012CWTScillyCrossingDS1231,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,20072012CWTScillyCrossingDS1232,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,18052012CWTScillyCrossingDS1201,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,23052012CWTScillyCrossingDS1205,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,30052012CWTScillyCrossingDS1208,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,06062012CWTScillyCrossingDS1216,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,13062012CWTScillyCrossingDS1219,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,20062012CWTScillyCrossingDS1221,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,11042012CWTScillyCrossingDS1171,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,20042012CWTScillyCrossingDS1175,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,25042012CWTScillyCrossingDS1176,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,01052012CWTScillyCrossingDS1180,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,09052012CWTScillyCrossingDS1191,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,16052012CWTScillyCrossingDS1197,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,19102011CWTScillyCrossingDS1157,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,21102011CWTScillyCrossingDS1159,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,26102011CWTScillyCrossingDS1161,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,26102011CWTScillyCrossingDS1162,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,19032012CWTScillyCrossingDS1165,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,28032012CWTScillyCrossingDS1167,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,14092011CWTScillyCrossingDS1133,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,21092011CWTScillyCrossingDS1137,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,28092011CWTScillyCrossingDS1144,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,30092011CWTScillyCrossingDS1146,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,05102011CWTScillyCrossingDS1149,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,12102011CWTScillyCrossingDS1153,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,10082011CWTScillyCrossingDS1108,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,17082011CWTScillyCrossingDS1116,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,19082011CWTScillyCrossingDS1120,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,24082011CWTScillyCrossingDS1126,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,31082011CWTScillyCrossingDS1130,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,07092011CWTScillyCrossingDS1132,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,06072011CWTScillyCrossingDS1085,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,13072011CWTScillyCrossingDS1090,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,20072011CWTScillyCrossingDS1094,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,20072011CWTScillyCrossingDS1095,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,27072011CWTScillyCrossingDS1098,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,03082011CWTScillyCrossingDS1102,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,03062011CWTScillyCrossingDS1070,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,08062011CWTScillyCrossingDS1071,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,15062011CWTScillyCrossingDS1074,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,22062011CWTScillyCrossingDS1075,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
572,29062011CWTScillyCrossingDS1078,Cornwall Wildlife Trust Marine Megafauna Ferry surveys~ 2010-2013,1106,Effort-based Marine Megafauna surveys~ 2010-2013 conducted from ferries crossing between Isles of Scilly and Penzance,Public,Cornwall Wildlife Trust,669,erccis@cornwallwildlifetrust.org.uk               ,00   ,3Z,74X0,,,FW   ,16   ,1,
