tblUploadID,tblHaulID,tblSampleID,tblParamID,tblCodeID_Species,tblCodeID_Stage,ICES_MeasurementID,RecordType,HaulID,Species,ELSampleFlag,IndividualNumber,Length,DevScale,DevStage,Number,RaisingFactor,SpecIdentMethod,OilGlobulesFlag,OilGlobulesNumber,OilGlobulesDiam,PreservationMethod,Notes
14531,1609817,1817859,8966155,12105,4458,8966155,EM,2026SE139,Clupea harengus,LV,,10,,,1,1,,,,,,
14531,1609818,1817860,8966158,12105,4458,8966158,EM,2026SE140,Clupea harengus,LV,,28,,,1,1,,,,,,
14531,1609821,1817861,8966160,12105,4458,8966160,EM,2026SE143,Clupea harengus,LV,,19,,,1,1,,,,,,
14531,1609810,1817862,8966130,12105,4458,8966130,EM,2026SE132,Clupea harengus,LV,,27,,,1,1,,,,,,
14531,1609814,1817863,8966140,12105,4458,8966140,EM,2026SE136,Clupea harengus,LV,,28,,,1,1,,,,,,
14531,1609814,1817864,8966141,12105,4458,8966141,EM,2026SE136,Clupea harengus,LV,,23,,,2,1,,,,,,
14531,1609814,1817865,8966142,12105,4458,8966142,EM,2026SE136,Clupea harengus,LV,,29,,,1,1,,,,,,
14531,1609815,1817866,8966149,12105,4458,8966149,EM,2026SE137,Clupea harengus,LV,,23,,,1,1,,,,,,
14531,1609815,1817867,8966150,12105,4458,8966150,EM,2026SE137,Clupea harengus,LV,,10,,,1,1,,,,,,
14531,1609808,1817868,8966124,12105,4458,8966124,EM,2026SE130,Clupea harengus,LV,,27,,,1,1,,,,,,
14531,1609808,1817869,8966125,12105,4458,8966125,EM,2026SE130,Clupea harengus,LV,,24,,,2,1,,,,,,
14531,1609809,1817870,8966126,12105,4458,8966126,EM,2026SE131,Clupea harengus,LV,,10,,,1,1,,,,,,
14531,1609809,1817871,8966127,12105,4458,8966127,EM,2026SE131,Clupea harengus,LV,,24,,,1,1,,,,,,
14531,1609810,1817872,8966128,12105,4458,8966128,EM,2026SE132,Clupea harengus,LV,,23,,,1,1,,,,,,
14531,1609810,1817873,8966129,12105,4458,8966129,EM,2026SE132,Clupea harengus,LV,,24,,,1,1,,,,,,
14531,1609807,1817874,8966118,12105,4458,8966118,EM,2026SE129,Clupea harengus,LV,,22,,,1,1,,,,,,
14531,1609807,1817875,8966119,12105,4458,8966119,EM,2026SE129,Clupea harengus,LV,,24,,,1,1,,,,,,
14531,1609808,1817876,8966120,12105,4458,8966120,EM,2026SE130,Clupea harengus,LV,,12,,,1,1,,,,,,
14531,1609808,1817877,8966121,12105,4458,8966121,EM,2026SE130,Clupea harengus,LV,,25,,,3,1,,,,,,
14531,1609808,1817878,8966122,12105,4458,8966122,EM,2026SE130,Clupea harengus,LV,,29,,,2,1,,,,,,
14531,1609808,1817879,8966123,12105,4458,8966123,EM,2026SE130,Clupea harengus,LV,,23,,,1,1,,,,,,
14531,1609805,1817880,8966112,12105,4458,8966112,EM,2026SE127,Clupea harengus,LV,,27,,,2,1,,,,,,
14531,1609806,1817881,8966113,12105,4458,8966113,EM,2026SE128,Clupea harengus,LV,,26,,,1,1,,,,,,
14531,1609806,1817882,8966114,12105,4458,8966114,EM,2026SE128,Clupea harengus,LV,,24,,,1,1,,,,,,
14531,1609806,1817883,8966115,12105,4458,8966115,EM,2026SE128,Clupea harengus,LV,,22,,,1,1,,,,,,
14531,1609807,1817884,8966116,12105,4458,8966116,EM,2026SE129,Clupea harengus,LV,,27,,,2,1,,,,,,
14531,1609807,1817885,8966117,12105,4458,8966117,EM,2026SE129,Clupea harengus,LV,,21,,,1,1,,,,,,
14531,1609802,1817886,8966105,12105,4458,8966105,EM,2026SE124,Clupea harengus,LV,,30,,,1,1,,,,,,
14531,1609802,1817887,8966106,12105,4458,8966106,EM,2026SE124,Clupea harengus,LV,,21,,,1,1,,,,,,
14531,1609803,1817888,8966108,12105,4458,8966108,EM,2026SE125,Clupea harengus,LV,,23,,,1,1,,,,,,
14531,1609804,1817889,8966109,12105,4458,8966109,EM,2026SE126,Clupea harengus,LV,,27,,,1,1,,,,,,
14531,1609804,1817890,8966110,12105,4458,8966110,EM,2026SE126,Clupea harengus,LV,,24,,,2,1,,,,,,
14531,1609805,1817891,8966111,12105,4458,8966111,EM,2026SE127,Clupea harengus,LV,,23,,,1,1,,,,,,
14531,1609801,1817892,8966098,12105,4458,8966098,EM,2026SE123,Clupea harengus,LV,,27,,,1,1,,,,,,
14531,1609801,1817893,8966099,12105,4458,8966099,EM,2026SE123,Clupea harengus,LV,,15,,,1,1,,,,,,
14531,1609801,1817894,8966100,12105,4458,8966100,EM,2026SE123,Clupea harengus,LV,,26,,,2,1,,,,,,
14531,1609801,1817895,8966101,12105,4458,8966101,EM,2026SE123,Clupea harengus,LV,,25,,,1,1,,,,,,
14531,1609801,1817896,8966102,12105,4458,8966102,EM,2026SE123,Clupea harengus,LV,,28,,,1,1,,,,,,
14531,1609802,1817897,8966104,12105,4458,8966104,EM,2026SE124,Clupea harengus,LV,,23,,,3,1,,,,,,
14531,1609800,1817898,8966092,12105,4458,8966092,EM,2026SE122,Clupea harengus,LV,,28,,,2,1,,,,,,
14531,1609800,1817899,8966093,12105,4458,8966093,EM,2026SE122,Clupea harengus,LV,,27,,,2,1,,,,,,
14531,1609800,1817900,8966094,12105,4458,8966094,EM,2026SE122,Clupea harengus,LV,,23,,,2,1,,,,,,
14531,1609800,1817901,8966095,12105,4458,8966095,EM,2026SE122,Clupea harengus,LV,,24,,,3,1,,,,,,
14531,1609800,1817902,8966096,12105,4458,8966096,EM,2026SE122,Clupea harengus,LV,,29,,,2,1,,,,,,
14531,1609801,1817903,8966097,12105,4458,8966097,EM,2026SE123,Clupea harengus,LV,,13,,,1,1,,,,,,
14531,1609799,1817904,8966085,12105,4458,8966085,EM,2026SE121,Clupea harengus,LV,,27,,,2,1,,,,,,
14531,1609799,1817905,8966086,12105,4458,8966086,EM,2026SE121,Clupea harengus,LV,,28,,,2,1,,,,,,
14531,1609799,1817906,8966087,12105,4458,8966087,EM,2026SE121,Clupea harengus,LV,,24,,,3,1,,,,,,
14531,1609799,1817907,8966088,12105,4458,8966088,EM,2026SE121,Clupea harengus,LV,,20,,,1,1,,,,,,
14531,1609800,1817908,8966090,12105,4458,8966090,EM,2026SE122,Clupea harengus,LV,,22,,,1,1,,,,,,
14531,1609800,1817909,8966091,12105,4458,8966091,EM,2026SE122,Clupea harengus,LV,,26,,,2,1,,,,,,
14531,1609799,1817910,8966079,12105,4458,8966079,EM,2026SE121,Clupea harengus,LV,,25,,,2,1,,,,,,
14531,1609799,1817911,8966080,12105,4458,8966080,EM,2026SE121,Clupea harengus,LV,,23,,,1,1,,,,,,
14531,1609799,1817912,8966081,12105,4458,8966081,EM,2026SE121,Clupea harengus,LV,,12,,,2,1,,,,,,
14531,1609799,1817913,8966082,12105,4458,8966082,EM,2026SE121,Clupea harengus,LV,,30,,,1,1,,,,,,
14531,1609799,1817914,8966083,12105,4458,8966083,EM,2026SE121,Clupea harengus,LV,,26,,,3,1,,,,,,
14531,1609799,1817915,8966084,12105,4458,8966084,EM,2026SE121,Clupea harengus,LV,,10,,,1,1,,,,,,
14531,1609796,1817916,8966073,12105,4458,8966073,EM,2026SE118,Clupea harengus,LV,,30,,,1,1,,,,,,
14531,1609796,1817917,8966074,12105,4458,8966074,EM,2026SE118,Clupea harengus,LV,,26,,,1,1,,,,,,
14531,1609797,1817918,8966075,12105,4458,8966075,EM,2026SE119,Clupea harengus,LV,,27,,,2,1,,,,,,
14531,1609797,1817919,8966076,12105,4458,8966076,EM,2026SE119,Clupea harengus,LV,,26,,,1,1,,,,,,
14531,1609797,1817920,8966077,12105,4458,8966077,EM,2026SE119,Clupea harengus,LV,,8,,,1,1,,,,,,
14531,1609798,1817921,8966078,12105,4458,8966078,EM,2026SE120,Clupea harengus,LV,,30,,,1,1,,,,,,
14531,1609794,1817922,8966065,12105,4458,8966065,EM,2026SE116,Clupea harengus,LV,,29,,,1,1,,,,,,
14531,1609794,1817923,8966066,12105,4458,8966066,EM,2026SE116,Clupea harengus,LV,,31,,,1,1,,,,,,
14531,1609795,1817924,8966068,12105,4458,8966068,EM,2026SE117,Clupea harengus,LV,,23,,,1,1,,,,,,
14531,1609795,1817925,8966069,12105,4458,8966069,EM,2026SE117,Clupea harengus,LV,,24,,,1,1,,,,,,
14531,1609795,1817926,8966070,12105,4458,8966070,EM,2026SE117,Clupea harengus,LV,,28,,,1,1,,,,,,
14531,1609796,1817927,8966072,12105,4458,8966072,EM,2026SE118,Clupea harengus,LV,,29,,,1,1,,,,,,
14531,1609793,1817928,8966059,12105,4458,8966059,EM,2026SE115,Clupea harengus,LV,,12,,,1,1,,,,,,
14531,1609793,1817929,8966060,12105,4458,8966060,EM,2026SE115,Clupea harengus,LV,,17,,,1,1,,,,,,
14531,1609793,1817930,8966061,12105,4458,8966061,EM,2026SE115,Clupea harengus,LV,,11,,,1,1,,,,,,
14531,1609794,1817931,8966062,12105,4458,8966062,EM,2026SE116,Clupea harengus,LV,,23,,,1,1,,,,,,
14531,1609794,1817932,8966063,12105,4458,8966063,EM,2026SE116,Clupea harengus,LV,,26,,,1,1,,,,,,
14531,1609794,1817933,8966064,12105,4458,8966064,EM,2026SE116,Clupea harengus,LV,,11,,,1,1,,,,,,
14531,1609790,1817934,8966053,12105,4458,8966053,EM,2026SE112,Clupea harengus,LV,,28,,,2,1,,,,,,
14531,1609790,1817935,8966054,12105,4458,8966054,EM,2026SE112,Clupea harengus,LV,,26,,,1,1,,,,,,
14531,1609790,1817936,8966055,12105,4458,8966055,EM,2026SE112,Clupea harengus,LV,,25,,,2,1,,,,,,
14531,1609790,1817937,8966056,12105,4458,8966056,EM,2026SE112,Clupea harengus,LV,,24,,,1,1,,,,,,
14531,1609790,1817938,8966057,12105,4458,8966057,EM,2026SE112,Clupea harengus,LV,,21,,,2,1,,,,,,
14531,1609791,1817939,8966058,12105,4458,8966058,EM,2026SE113,Clupea harengus,LV,,27,,,1,1,,,,,,
14531,1609789,1817940,8966046,12105,4458,8966046,EM,2026SE111,Clupea harengus,LV,,26,,,2,1,,,,,,
14531,1609789,1817941,8966047,12105,4458,8966047,EM,2026SE111,Clupea harengus,LV,,11,,,2,1,,,,,,
14531,1609789,1817942,8966048,12105,4458,8966048,EM,2026SE111,Clupea harengus,LV,,14,,,2,1,,,,,,
14531,1609789,1817943,8966049,12105,4458,8966049,EM,2026SE111,Clupea harengus,LV,,24,,,1,1,,,,,,
14531,1609789,1817944,8966050,12105,4458,8966050,EM,2026SE111,Clupea harengus,LV,,22,,,1,1,,,,,,
14531,1609790,1817945,8966052,12105,4458,8966052,EM,2026SE112,Clupea harengus,LV,,27,,,1,1,,,,,,
14531,1609788,1817946,8966039,12105,4458,8966039,EM,2026SE110,Clupea harengus,LV,,28,,,1,1,,,,,,
14531,1609788,1817947,8966040,12105,4458,8966040,EM,2026SE110,Clupea harengus,LV,,26,,,3,1,,,,,,
14531,1609788,1817948,8966041,12105,4458,8966041,EM,2026SE110,Clupea harengus,LV,,25,,,1,1,,,,,,
14531,1609788,1817949,8966042,12105,4458,8966042,EM,2026SE110,Clupea harengus,LV,,21,,,2,1,,,,,,
14531,1609788,1817950,8966043,12105,4458,8966043,EM,2026SE110,Clupea harengus,LV,,8,,,1,1,,,,,,
14531,1609788,1817951,8966044,12105,4458,8966044,EM,2026SE110,Clupea harengus,LV,,29,,,1,1,,,,,,
14531,1609787,1817952,8966032,12105,4458,8966032,EM,2026SE109,Clupea harengus,LV,,25,,,1,1,,,,,,
14531,1609787,1817953,8966033,12105,4458,8966033,EM,2026SE109,Clupea harengus,LV,,27,,,1,1,,,,,,
14531,1609787,1817954,8966034,12105,4458,8966034,EM,2026SE109,Clupea harengus,LV,,26,,,1,1,,,,,,
14531,1609787,1817955,8966035,12105,4458,8966035,EM,2026SE109,Clupea harengus,LV,,22,,,2,1,,,,,,
14531,1609787,1817956,8966036,12105,4458,8966036,EM,2026SE109,Clupea harengus,LV,,23,,,1,1,,,,,,
14531,1609788,1817957,8966038,12105,4458,8966038,EM,2026SE110,Clupea harengus,LV,,23,,,2,1,,,,,,
14531,1609785,1817958,8966218,12105,4458,8966218,EM,2026SE107,Clupea harengus,LV,,22,,,1,1,,,,,,
14531,1609785,1817959,8966219,12105,4458,8966219,EM,2026SE107,Clupea harengus,LV,,24,,,1,1,,,,,,
14531,1609785,1817960,8966220,12105,4458,8966220,EM,2026SE107,Clupea harengus,LV,,25,,,1,1,,,,,,
14531,1609786,1817961,8966222,12105,4458,8966222,EM,2026SE108,Clupea harengus,LV,,23,,,1,1,,,,,,
14531,1609786,1817962,8966223,12105,4458,8966223,EM,2026SE108,Clupea harengus,LV,,26,,,1,1,,,,,,
14531,1609787,1817963,8966031,12105,4458,8966031,EM,2026SE109,Clupea harengus,LV,,21,,,1,1,,,,,,
14531,1609784,1817964,8966211,12105,4458,8966211,EM,2026SE106,Clupea harengus,LV,,25,,,1,1,,,,,,
14531,1609784,1817965,8966212,12105,4458,8966212,EM,2026SE106,Clupea harengus,LV,,9,,,1,1,,,,,,
14531,1609784,1817966,8966213,12105,4458,8966213,EM,2026SE106,Clupea harengus,LV,,20,,,1,1,,,,,,
14531,1609784,1817967,8966214,12105,4458,8966214,EM,2026SE106,Clupea harengus,LV,,27,,,2,1,,,,,,
14531,1609784,1817968,8966215,12105,4458,8966215,EM,2026SE106,Clupea harengus,LV,,12,,,1,1,,,,,,
14531,1609784,1817969,8966216,12105,4458,8966216,EM,2026SE106,Clupea harengus,LV,,28,,,1,1,,,,,,
14531,1609783,1817970,8966204,12105,4458,8966204,EM,2026SE105,Clupea harengus,LV,,29,,,1,1,,,,,,
14531,1609783,1817971,8966205,12105,4458,8966205,EM,2026SE105,Clupea harengus,LV,,27,,,1,1,,,,,,
14531,1609783,1817972,8966206,12105,4458,8966206,EM,2026SE105,Clupea harengus,LV,,26,,,1,1,,,,,,
14531,1609783,1817973,8966207,12105,4458,8966207,EM,2026SE105,Clupea harengus,LV,,23,,,1,1,,,,,,
14531,1609784,1817974,8966209,12105,4458,8966209,EM,2026SE106,Clupea harengus,LV,,23,,,2,1,,,,,,
14531,1609784,1817975,8966210,12105,4458,8966210,EM,2026SE106,Clupea harengus,LV,,10,,,1,1,,,,,,
14531,1609782,1817976,8966196,12105,4458,8966196,EM,2026SE104,Clupea harengus,LV,,23,,,4,1,,,,,,
14531,1609783,1817977,8966199,12105,4458,8966199,EM,2026SE105,Clupea harengus,LV,,25,,,1,1,,,,,,
14531,1609783,1817978,8966200,12105,4458,8966200,EM,2026SE105,Clupea harengus,LV,,14,,,1,1,,,,,,
14531,1609783,1817979,8966201,12105,4458,8966201,EM,2026SE105,Clupea harengus,LV,,22,,,1,1,,,,,,
14531,1609783,1817980,8966202,12105,4458,8966202,EM,2026SE105,Clupea harengus,LV,,20,,,1,1,,,,,,
14531,1609783,1817981,8966203,12105,4458,8966203,EM,2026SE105,Clupea harengus,LV,,19,,,1,1,,,,,,
14531,1609782,1817982,8966190,12105,4458,8966190,EM,2026SE104,Clupea harengus,LV,,22,,,2,1,,,,,,
14531,1609782,1817983,8966191,12105,4458,8966191,EM,2026SE104,Clupea harengus,LV,,19,,,1,1,,,,,,
14531,1609782,1817984,8966192,12105,4458,8966192,EM,2026SE104,Clupea harengus,LV,,24,,,2,1,,,,,,
14531,1609782,1817985,8966193,12105,4458,8966193,EM,2026SE104,Clupea harengus,LV,,26,,,1,1,,,,,,
14531,1609782,1817986,8966194,12105,4458,8966194,EM,2026SE104,Clupea harengus,LV,,20,,,1,1,,,,,,
14531,1609782,1817987,8966195,12105,4458,8966195,EM,2026SE104,Clupea harengus,LV,,21,,,1,1,,,,,,
14531,1609834,1817988,8966180,12116,4458,8966180,EM,2026SE156,Maurolicus muelleri,LV,,44,,,1,1,,,,,,
14531,1609781,1817989,8966187,12129,4458,8966187,EM,2026SE103,Sardina pilchardus,LV,,26,,,1,1,,,,,,
14531,1609783,1817990,8966208,12129,4458,8966208,EM,2026SE105,Sardina pilchardus,LV,,24,,,1,1,,,,,,
14531,1609784,1817991,8966217,12129,4458,8966217,EM,2026SE106,Sardina pilchardus,LV,,28,,,2,1,,,,,,
14531,1609810,1817992,8966131,12129,4458,8966131,EM,2026SE132,Sardina pilchardus,LV,,14,,,1,1,,,,,,
14531,1609810,1817993,8966132,12129,4458,8966132,EM,2026SE132,Sardina pilchardus,LV,,16,,,1,1,,,,,,
14531,1609810,1817994,8966133,12129,4458,8966133,EM,2026SE132,Sardina pilchardus,LV,,21,,,1,1,,,,,,
14531,1609815,1817995,8966154,12129,4458,8966154,EM,2026SE137,Sardina pilchardus,LV,,22,,,1,1,,,,,,
14531,1609819,1817996,8966159,12129,4458,8966159,EM,2026SE141,Sardina pilchardus,LV,,18,,,1,1,,,,,,
14531,1609830,1817997,8966176,12129,4458,8966176,EM,2026SE152,Sardina pilchardus,LV,,22,,,1,1,,,,,,
14531,1609814,1817998,8966143,12129,4458,8966143,EM,2026SE136,Sardina pilchardus,LV,,22,,,2,1,,,,,,
14531,1609814,1817999,8966144,12129,4458,8966144,EM,2026SE136,Sardina pilchardus,LV,,18,,,2,1,,,,,,
14531,1609814,1818000,8966145,12129,4458,8966145,EM,2026SE136,Sardina pilchardus,LV,,20,,,1,1,,,,,,
14531,1609814,1818001,8966146,12129,4458,8966146,EM,2026SE136,Sardina pilchardus,LV,,19,,,1,1,,,,,,
14531,1609814,1818002,8966147,12129,4458,8966147,EM,2026SE136,Sardina pilchardus,LV,,27,,,1,1,,,,,,
14531,1609814,1818003,8966148,12129,4458,8966148,EM,2026SE136,Sardina pilchardus,LV,,25,,,2,1,,,,,,
14531,1609810,1818004,8966134,12129,4458,8966134,EM,2026SE132,Sardina pilchardus,LV,,18,,,1,1,,,,,,
14531,1609810,1818005,8966135,12129,4458,8966135,EM,2026SE132,Sardina pilchardus,LV,,26,,,1,1,,,,,,
14531,1609810,1818006,8966136,12129,4458,8966136,EM,2026SE132,Sardina pilchardus,LV,,23,,,1,1,,,,,,
14531,1609810,1818007,8966137,12129,4458,8966137,EM,2026SE132,Sardina pilchardus,LV,,25,,,1,1,,,,,,
14531,1609810,1818008,8966138,12129,4458,8966138,EM,2026SE132,Sardina pilchardus,LV,,20,,,1,1,,,,,,
14531,1609810,1818009,8966139,12129,4458,8966139,EM,2026SE132,Sardina pilchardus,LV,,17,,,1,1,,,,,,
14531,1609781,1818010,8966186,12196,4458,8966186,EM,2026SE103,Anguilla anguilla,LV,,70,,,2,1,,,,,,
14531,1609782,1818011,8966188,12196,4458,8966188,EM,2026SE104,Anguilla anguilla,LV,,70,,,7,1,,,,,,
14531,1609783,1818012,8966197,12196,4458,8966197,EM,2026SE105,Anguilla anguilla,LV,,75,,,1,1,,,,,,
14531,1609783,1818013,8966198,12196,4458,8966198,EM,2026SE105,Anguilla anguilla,LV,,70,,,1,1,,,,,,
14531,1609786,1818014,8966221,12196,4458,8966221,EM,2026SE108,Anguilla anguilla,LV,,70,,,2,1,,,,,,
14531,1609787,1818015,8966030,12196,4458,8966030,EM,2026SE109,Anguilla anguilla,LV,,70,,,8,1,,,,,,
14531,1609802,1818016,8966103,12196,4458,8966103,EM,2026SE124,Anguilla anguilla,LV,,70,,,1,1,,,,,,
14531,1609803,1818017,8966107,12196,4458,8966107,EM,2026SE125,Anguilla anguilla,LV,,70,,,2,1,,,,,,
14531,1609818,1818018,8966156,12196,4458,8966156,EM,2026SE140,Anguilla anguilla,LV,,65,,,2,1,,,,,,
14531,1609818,1818019,8966157,12196,4458,8966157,EM,2026SE140,Anguilla anguilla,LV,,70,,,1,1,,,,,,
14531,1609822,1818020,8966161,12196,4458,8966161,EM,2026SE144,Anguilla anguilla,LV,,70,,,1,1,,,,,,
14531,1609827,1818021,8966170,12196,4458,8966170,EM,2026SE149,Anguilla anguilla,LV,,65,,,1,1,,,,,,
14531,1609788,1818022,8966037,12196,4458,8966037,EM,2026SE110,Anguilla anguilla,LV,,70,,,1,1,,,,,,
14531,1609789,1818023,8966045,12196,4458,8966045,EM,2026SE111,Anguilla anguilla,LV,,70,,,1,1,,,,,,
14531,1609790,1818024,8966051,12196,4458,8966051,EM,2026SE112,Anguilla anguilla,LV,,70,,,1,1,,,,,,
14531,1609795,1818025,8966067,12196,4458,8966067,EM,2026SE117,Anguilla anguilla,LV,,75,,,3,1,,,,,,
14531,1609796,1818026,8966071,12196,4458,8966071,EM,2026SE118,Anguilla anguilla,LV,,72,,,1,1,,,,,,
14531,1609800,1818027,8966089,12196,4458,8966089,EM,2026SE122,Anguilla anguilla,LV,,70,,,2,1,,,,,,
14532,1609882,1818028,8966224,12105,4458,8966224,EM,2026DE_012,Clupea harengus,LV,,39,,,1,1,VISO,,,,NON,
14532,1609883,1818029,8966225,12105,4458,8966225,EM,2026DE_013,Clupea harengus,LV,,43,,,1,1,VISO,,,,NON,
14532,1609885,1818030,8966226,12105,4458,8966226,EM,2026DE_021,Clupea harengus,LV,,15,,,5,1,VISO,,,,NON,
14532,1609885,1818031,8966227,12105,4458,8966227,EM,2026DE_021,Clupea harengus,LV,,16,,,36,1,VISO,,,,NON,
14532,1609885,1818032,8966228,12105,4458,8966228,EM,2026DE_021,Clupea harengus,LV,,17,,,15,1,VISO,,,,NON,
14532,1609885,1818033,8966229,12105,4458,8966229,EM,2026DE_021,Clupea harengus,LV,,18,,,16,1,VISO,,,,NON,
14532,1609874,1818034,8966531,12105,4458,8966531,EM,2026DE_217,Clupea harengus,LV,,39,,,2,1,VISO,,,,NON,
14532,1609874,1818035,8966532,12105,4458,8966532,EM,2026DE_217,Clupea harengus,LV,,40,,,1,1,VISO,,,,NON,
14532,1609875,1818036,8966533,12105,4458,8966533,EM,2026DE_218,Clupea harengus,LV,,35,,,1,1,VISO,,,,NON,
14532,1609875,1818037,8966534,12105,4458,8966534,EM,2026DE_218,Clupea harengus,LV,,39,,,1,1,VISO,,,,NON,
14532,1609875,1818038,8966535,12105,4458,8966535,EM,2026DE_218,Clupea harengus,LV,,40,,,1,1,VISO,,,,NON,
14532,1609872,1818039,8966525,12105,4458,8966525,EM,2026DE_215,Clupea harengus,LV,,32,,,2,1,VISO,,,,NON,
14532,1609873,1818040,8966526,12105,4458,8966526,EM,2026DE_216,Clupea harengus,LV,,26,,,1,1,VISO,,,,NON,
14532,1609873,1818041,8966527,12105,4458,8966527,EM,2026DE_216,Clupea harengus,LV,,32,,,1,1,VISO,,,,NON,
14532,1609873,1818042,8966528,12105,4458,8966528,EM,2026DE_216,Clupea harengus,LV,,34,,,1,1,VISO,,,,NON,
14532,1609874,1818043,8966529,12105,4458,8966529,EM,2026DE_217,Clupea harengus,LV,,34,,,1,1,VISO,,,,NON,
14532,1609874,1818044,8966530,12105,4458,8966530,EM,2026DE_217,Clupea harengus,LV,,37,,,3,1,VISO,,,,NON,
14532,1609871,1818045,8966519,12105,4458,8966519,EM,2026DE_214,Clupea harengus,LV,,29,,,2,1,VISO,,,,NON,
14532,1609871,1818046,8966520,12105,4458,8966520,EM,2026DE_214,Clupea harengus,LV,,30,,,5,1,VISO,,,,NON,
14532,1609871,1818047,8966521,12105,4458,8966521,EM,2026DE_214,Clupea harengus,LV,,32,,,4,1,VISO,,,,NON,
14532,1609872,1818048,8966522,12105,4458,8966522,EM,2026DE_215,Clupea harengus,LV,,22,,,1,1,VISO,,,,NON,
14532,1609872,1818049,8966523,12105,4458,8966523,EM,2026DE_215,Clupea harengus,LV,,25,,,2,1,VISO,,,,NON,
14532,1609872,1818050,8966524,12105,4458,8966524,EM,2026DE_215,Clupea harengus,LV,,27,,,3,1,VISO,,,,NON,
14532,1609869,1818051,8966513,12105,4458,8966513,EM,2026DE_204,Clupea harengus,LV,,32,,,1,1,VISO,,,,NON,
14532,1609871,1818052,8966514,12105,4458,8966514,EM,2026DE_214,Clupea harengus,LV,,22,,,1,1,VISO,,,,NON,
14532,1609871,1818053,8966515,12105,4458,8966515,EM,2026DE_214,Clupea harengus,LV,,24,,,1,1,VISO,,,,NON,
14532,1609871,1818054,8966516,12105,4458,8966516,EM,2026DE_214,Clupea harengus,LV,,26,,,2,1,VISO,,,,NON,
14532,1609871,1818055,8966517,12105,4458,8966517,EM,2026DE_214,Clupea harengus,LV,,27,,,1,1,VISO,,,,NON,
14532,1609871,1818056,8966518,12105,4458,8966518,EM,2026DE_214,Clupea harengus,LV,,28,,,3,1,VISO,,,,NON,
